ticker,asset_name,asset_type,stock_price,transaction,transaction_date,asset_value_low,asset_value_high,last_name,first_name,owner,additional_details
RTX,RTX Corporation Common Stock,Stock,100.99,Sale (Full),04/09/2024,15001,50000,Whitehouse,Sheldon,Spouse,--
DHR,Danaher Corp,Stock,249.8,Sale (Full),04/09/2024,15001,50000,Whitehouse,Sheldon,Spouse,--
UL,Unilever Plc ADR,Stock,47.99,Sale (Full),04/09/2024,1001,15000,Whitehouse,Sheldon,Spouse,--
IR,Ingersoll Rand Inc,Stock,93.48,Sale (Full),04/09/2024,1001,15000,Whitehouse,Sheldon,Spouse,--
NVS,Novartis Ag ADR,Stock,95.81,Sale (Partial),04/09/2024,1001,15000,Whitehouse,Sheldon,Self,--
WBA,"Walgreens Boots Alliance, Inc. - Common Stock",Stock,17.49,Sale (Full),04/30/2024,50001,100000,Tuberville,Thomas H,Joint,--
PYPL,"PayPal Holdings, Inc. - Common StockOption Type: PutStrike price:$75.00Expires:06/21/2024",Stock Option,67.92,Purchase,04/30/2024,1001,15000,Tuberville,Thomas H,Joint,--
SBLK,Star Bulk Carriers Corp. - Common Shares,Stock,24.32,Sale (Full),04/30/2024,50001,100000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,24.08,Sale (Full),04/30/2024,50001,100000,Tuberville,Thomas H,Joint,--
OXY,Occidental Petroleum Corporation Common Stock,Stock,66.14,Sale (Full),04/30/2024,15001,50000,Tuberville,Thomas H,Joint,--
NVDA,NVIDIA Corporation - Common Stock,Stock,864.02,Sale (Full),04/30/2024,15001,50000,Tuberville,Thomas H,Joint,--
KEY,KeyCorp Common Stock,Stock,14.49,Sale (Full),04/30/2024,50001,100000,Tuberville,Thomas H,Joint,--
GOGL,Golden Ocean Group Limited - Common Stock,Stock,14.09,Sale (Full),04/30/2024,50001,100000,Tuberville,Thomas H,Joint,--
XOM,Exxon Mobil Corporation Common Stock,Stock,117.32,Sale (Full),04/30/2024,50001,100000,Tuberville,Thomas H,Joint,--
CVX,Chevron Corporation Common Stock,Stock,159.66,Sale (Full),04/30/2024,100001,250000,Tuberville,Thomas H,Joint,--
HUMA,"Humacyte, Inc. - Common Stock",Stock,3.92,Sale (Partial),04/30/2024,50001,100000,Tuberville,Thomas H,Joint,--
LSCC,Lattice Semiconductor Corporation - Common StockOption Type: PutStrike price:$70.00Expires:09/20/2024,Stock Option,76.86,Purchase,04/29/2024,1001,15000,Tuberville,Thomas H,Joint,--
LSCC,Lattice Semiconductor Corporation - Common StockOption Type: PutStrike price:$70.00Expires:09/20/2024,Stock Option,76.86,Purchase,04/29/2024,1001,15000,Tuberville,Thomas H,Joint,--
CVX,Chevron Corporation Common StockOption Type: CallStrike price:$160.00Expires:06/21/2024,Stock Option,164.67,Purchase,04/29/2024,1001,15000,Tuberville,Thomas H,Joint,--
CCL,Carnival Corporation Common StockOption Type: PutStrike price:$17.50Expires:06/21/2024,Stock Option,15.13,Purchase,04/29/2024,1001,15000,Tuberville,Thomas H,Joint,--
QCOM,QUALCOMM Incorporated - Common StockOption Type: PutStrike price:$155.00Expires:12/20/2024,Stock Option,169.2,Purchase,04/29/2024,15001,50000,Tuberville,Thomas H,Joint,--
QCOM,QUALCOMM Incorporated - Common StockOption Type: PutStrike price:$150.00Expires:12/20/2024,Stock Option,169.2,Purchase,04/29/2024,1001,15000,Tuberville,Thomas H,Joint,--
LSCC,Lattice Semiconductor Corporation - Common StockOption Type: PutStrike price:$75.00Expires:01/17/2025,Stock Option,76.86,Purchase,04/29/2024,1001,15000,Tuberville,Thomas H,Joint,--
LSCC,Lattice Semiconductor Corporation - Common StockOption Type: PutStrike price:$75.00Expires:01/17/2025,Stock Option,76.86,Purchase,04/29/2024,1001,15000,Tuberville,Thomas H,Joint,--
CLX,Clorox CompanyOption Type: PutStrike price:$135.00Expires:06/21/2024,Stock Option,148.92,Purchase,04/29/2024,1001,15000,Tuberville,Thomas H,Joint,--
SWKS,"Skyworks Solutions, Inc. - Common StockOption Type: PutStrike price:$100.00Expires:11/15/2024",Stock Option,107.08,Purchase,04/29/2024,15001,50000,Tuberville,Thomas H,Joint,--
MMM,3M Company Common Stock,Stock,92.16,Sale (Full),04/29/2024,15001,50000,Tuberville,Thomas H,Joint,--
PAC,Grupo Aeroportuario Del Pacifico ADR,Stock,184.88,Sale (Full),04/29/2024,1001,15000,Tuberville,Thomas H,Joint,--
KMB,Kimberly-Clark Corporation Common StockOption Type: PutStrike price:$115.00Expires:06/21/2024,Stock Option,125.61,Purchase,04/18/2024,1001,15000,Tuberville,Thomas H,Joint,--
NTES,Netease Inc ADR,Stock,92.5,Sale (Full),04/18/2024,1001,15000,Tuberville,Thomas H,Joint,--
SWKS,"Skyworks Solutions, Inc. - Common StockOption Type: PutStrike price:$100.00Expires:11/15/2024",Stock Option,104.71,Sale (Full),04/05/2024,15001,50000,Tuberville,Thomas H,Joint,--
TEL,Te Connectivity Ltd,Stock,144.65,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
SNPS,"Synopsys, Inc. - Common Stock",Stock,575.45,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
SWKS,"Skyworks Solutions, Inc. - Common Stock",Stock,104.71,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
QLYS,"Qualys, Inc. - Common Stock",Stock,164.84,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
ODFL,"Old Dominion Freight Line, Inc. - Common Stock",Stock,224.57,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
ODFL,"Old Dominion Freight Line, Inc. - Common Stock",Stock,224.57,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
NFLX,"Netflix, Inc. - Common Stock",Stock,636.18,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
MSI,"Motorola Solutions, Inc. Common Stock",Stock,352.3,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
NTES,Netease Inc ADR,Stock,96.8,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
LULU,lululemon athletica inc. - Common Stock,Stock,356.87,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
LSCC,Lattice Semiconductor Corporation - Common Stock,Stock,74.98,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
JKHY,"Jack Henry & Associates, Inc. - Common Stock",Stock,170.03,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V.",Stock,171.78,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
GILD,"Gilead Sciences, Inc. - Common Stock",Stock,69.58,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
DECK,Deckers Outdoor Corporation Common Stock,Stock,879.89,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
CBSH,"Commerce Bancshares, Inc. - Common Stock",Stock,52.94,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
BRO,"Brown & Brown, Inc. Common Stock",Stock,85.02,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
A,"Agilent Technologies, Inc. Common Stock",Stock,144.12,Purchase,04/05/2024,1001,15000,Tuberville,Thomas H,Joint,--
AMAT,"Applied Materials, Inc. - Common StockOption Type: PutStrike price:$135.00Expires:09/20/2024",Stock Option,203.39,Purchase,04/04/2024,1001,15000,Tuberville,Thomas H,Joint,--
WU,Western Union Company (The) Common Stock,Stock,13.44,Sale (Full),04/04/2024,1001,15000,Tuberville,Thomas H,Joint,--
AMAT,"Applied Materials, Inc. - Common StockOption Type: PutStrike price:$180.00Expires:01/17/2025",Stock Option,203.39,Purchase,04/04/2024,15001,50000,Tuberville,Thomas H,Joint,--
AMAT,"Applied Materials, Inc. - Common StockOption Type: PutStrike price:$175.00Expires:01/17/2025",Stock Option,203.39,Purchase,04/04/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSD,"Simpson Manufacturing Company, Inc. Common Stock",Stock,192.04,Sale (Full),04/04/2024,1001,15000,Tuberville,Thomas H,Joint,--
ROK,"Rockwell Automation, Inc. Common Stock",Stock,275.05,Sale (Full),04/04/2024,1001,15000,Tuberville,Thomas H,Joint,--
QSR,Restaurant Brands International Inc,Stock,74.57,Sale (Full),04/04/2024,1001,15000,Tuberville,Thomas H,Joint,--
REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock",Stock,937.02,Sale (Full),04/04/2024,1001,15000,Tuberville,Thomas H,Joint,--
PHM,"PulteGroup, Inc. Common Stock",Stock,113.84,Sale (Full),04/04/2024,1001,15000,Tuberville,Thomas H,Joint,--
PAYC,"Paycom Software, Inc. Common Stock",Stock,197.75,Sale (Full),04/04/2024,1001,15000,Tuberville,Thomas H,Joint,--
NDAQ,"Nasdaq, Inc. - Common Stock",Stock,61.06,Sale (Full),04/04/2024,1001,15000,Tuberville,Thomas H,Joint,--
KEYS,Keysight Technologies Inc. Common Stock,Stock,154.85,Sale (Full),04/04/2024,1001,15000,Tuberville,Thomas H,Joint,--
LSCC,Lattice Semiconductor Corporation - Common StockOption Type: PutStrike price:$70.00Expires:09/20/2024,Stock Option,75.11,Sale (Full),04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
BMY,Bristol-Myers Squibb Company Common StockOption Type: PutStrike price:$50.00Expires:06/21/2024,Stock Option,51.58,Purchase,04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
ABBV,AbbVie Inc. Common StockOption Type: PutStrike price:$130.00Expires:09/20/2024,Stock Option,175.69,Purchase,04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
GILD,"Gilead Sciences, Inc. - Common StockOption Type: PutStrike price:$70.00Expires:11/15/2024",Stock Option,70.89,Sale (Full),04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
LSCC,Lattice Semiconductor Corporation - Common StockOption Type: PutStrike price:$75.00Expires:01/17/2025,Stock Option,75.11,Sale (Full),04/03/2024,15001,50000,Tuberville,Thomas H,Joint,--
MCHP,Microchip Technology Incorporated - Common StockOption Type: PutStrike price:$80.00Expires:10/18/2024,Stock Option,87.73,Purchase,04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
MCHP,Microchip Technology Incorporated - Common StockOption Type: PutStrike price:$80.00Expires:10/18/2024,Stock Option,87.73,Purchase,04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
CCJ,Cameco Corporation Common StockOption Type: PutStrike price:$45.00Expires:09/20/2024,Stock Option,49.86,Sale (Full),04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
MCHP,Microchip Technology Incorporated - Common Stock,Stock,87.73,Sale (Full),04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
LLY,Eli Lilly and Company Common Stock,Stock,774.67,Sale (Full),04/03/2024,15001,50000,Tuberville,Thomas H,Joint,--
FTNT,"Fortinet, Inc. - Common Stock",Stock,71.32,Sale (Full),04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
IEX,IDEX Corporation Common Stock,Stock,238.55,Sale (Full),04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
EXR,Extra Space Storage Inc Common Stock,Stock,145.06,Sale (Full),04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
BMY,Bristol-Myers Squibb Company Common Stock,Stock,51.58,Sale (Full),04/03/2024,1001,15000,Tuberville,Thomas H,Joint,--
AVGO,Broadcom Inc. - Common Stock,Stock,1363.21,Sale (Full),04/03/2024,15001,50000,Tuberville,Thomas H,Joint,--
JPM,JP Morgan Chase & Company,Stock,192.14,Sale (Partial),04/23/2024,1001,15000,Capito,Shelley M,Spouse,--
MSFT,Microsoft Corp,Stock,406.84,Sale (Partial),04/23/2024,1001,15000,Capito,Shelley M,Spouse,--
AAPL,Apple Inc,Stock,166.67,Sale (Partial),04/23/2024,1001,15000,Capito,Shelley M,Spouse,--
MSFT,Microsoft Corp,Stock,425.51,Sale (Partial),04/09/2024,1001,15000,Capito,Shelley M,Spouse,--
GWW,W.W. Grainger,Stock,1005.55,Sale (Partial),04/09/2024,1001,15000,Capito,Shelley M,Spouse,--
SPGI,S&P Global Inc,Stock,435.0,Sale (Partial),04/09/2024,1001,15000,Capito,Shelley M,Spouse,--
AAPL,Apple Inc,Stock,169.44,Sale (Partial),04/09/2024,1001,15000,Capito,Shelley M,Spouse,--
VIG,Vanguard Div Appreciation ETF,Stock,169.87,Sale (Partial),12/28/2023,15001,50000,Graham,Lindsey,Self,--
USFR,Wisdomtree Floating Rate Treasury Fund,Stock,49.36,Purchase,12/28/2023,15001,50000,Graham,Lindsey,Self,--
HES,Hess Corp,Stock,152.64,Sale (Full),03/28/2024,1001,15000,Boozman,John,Joint,--
AMAT,Applied Materials,Stock,206.23,Purchase,03/28/2024,1001,15000,Boozman,John,Joint,--
SCHP,Schwab U.S. TIPS ETF,Stock,51.29,Sale (Partial),02/20/2024,1001,15000,Boozman,John,Joint,--
IEF,iShares 7-10 Year Treasury Bond ETF,Stock,93.1,Sale (Partial),02/20/2024,1001,15000,Boozman,John,Joint,--
TLH,iShares 10-20 Year Treasury Bond ETF,Stock,102.42,Purchase,02/20/2024,1001,15000,Boozman,John,Joint,--
TLT,iShares 20+ Year Treasury Bond ETF,Stock,91.92,Purchase,02/20/2024,1001,15000,Boozman,John,Joint,--
EFA,iShares MSCI EAFE ETF,Stock,78.51,Sale (Partial),04/11/2024,15001,50000,Boozman,John,Joint,--
CMBS,iShares CMBS Bond ETF,Stock,45.89,Sale (Partial),04/16/2024,1001,15000,Boozman,John,Joint,--
JMBS,Janus Henderson Mortgage-Backed Securities ETF,Stock,43.36,Purchase,04/16/2024,1001,15000,Boozman,John,Joint,--
SCZ,iShares MSCI EAFE Small-Cap ETF,Stock,62.68,Purchase,04/11/2024,15001,50000,Boozman,John,Joint,--
ZTS,Zoetis Inc. Class A Common Stock,Stock,162.51,Sale (Partial),04/03/2024,1001,15000,Mullin,Markwayne,Self,--
ZTS,Zoetis Inc. Class A Common Stock,Stock,162.51,Sale (Partial),04/03/2024,1001,15000,Mullin,Markwayne,Joint,--
VLO,Valero Energy Corp,Stock,177.04,Sale (Partial),04/11/2024,1001,15000,Carper,Thomas R,Spouse,--
ENB,Enbridge Inc,Stock,33.94,Purchase,04/11/2024,1001,15000,Carper,Thomas R,Spouse,--
UL,Unilever Plc ADR,Stock,49.57,Sale (Full),03/22/2024,1001,15000,Whitehouse,Sheldon,Self,--
CMCSA,Comcast Corp A,Stock,42.96,Sale (Full),03/13/2024,15001,50000,Whitehouse,Sheldon,Self,--
GS,Goldman Sachs Group,Stock,400.88,Sale (Partial),04/15/2024,250001,500000,Cruz,Rafael E,Spouse,--
PODD,Insulet Corporation - Common Stock,Stock,163.25,Sale (Partial),04/04/2024,50001,100000,Smith,Tina,Spouse,--
NEE,Nextera Energy,Stock,63.73,Sale (Partial),04/04/2024,100001,250000,Smith,Tina,Spouse,--
VZ,Verizon Communications Inc,Stock,38.9,Purchase,03/07/2024,1001,15000,"King, Jr.",Angus S,Spouse,--
WBA,"Walgreens Boots Alliance, Inc. - Common Stock",Stock,20.51,Purchase,03/21/2024,15001,50000,Tuberville,Thomas H,Joint,--
PARA,Paramount Global - Class B Common Stock,Stock,11.82,Purchase,03/21/2024,15001,50000,Tuberville,Thomas H,Joint,--
HUMA,Humacyte Inc,Stock,3.6,Purchase,03/21/2024,1001,15000,Tuberville,Thomas H,Joint,--
HUMA,"Humacyte, Inc. - Common Stock",Stock,3.6,Purchase,03/21/2024,1001,15000,Tuberville,Thomas H,Joint,--
HUMA,"Humacyte, Inc. - Common Stock",Stock,3.6,Purchase,03/21/2024,15001,50000,Tuberville,Thomas H,Joint,--
QCOM,QUALCOMM Incorporated - Common StockOption Type: PutStrike price:$155.00Expires:12/20/2024,Stock Option,169.25,Sale (Full),03/13/2024,15001,50000,Tuberville,Thomas H,Joint,--
ADBE,Adobe Systems IncOption Type: PutStrike price:$500.00Expires:12/20/2024,Stock Option,573.55,Sale (Full),03/13/2024,1001,15000,Tuberville,Thomas H,Joint,--
ADBE,Adobe Systems IncOption Type: PutStrike price:$500.00Expires:12/20/2024,Stock Option,573.55,Sale (Full),03/13/2024,1001,15000,Tuberville,Thomas H,Joint,--
ADBE,Adobe Systems IncOption Type: PutStrike price:$500.00Expires:12/20/2024,Stock Option,573.55,Sale (Full),03/13/2024,1001,15000,Tuberville,Thomas H,Joint,--
ADBE,Adobe Systems IncOption Type: PutStrike price:$500.00Expires:12/20/2024,Stock Option,573.55,Sale (Full),03/13/2024,1001,15000,Tuberville,Thomas H,Joint,--
AMAT,"Applied Materials, Inc. - Common StockOption Type: PutStrike price:$175.00Expires:01/17/2025",Stock Option,205.56,Sale (Full),03/08/2024,1001,15000,Tuberville,Thomas H,Joint,--
AAPL,Apple Inc,Stock,173.0,Sale (Full),03/12/2024,15001,50000,Tuberville,Thomas H,Self,--
ACN,Accenture Plc,Stock,379.01,Sale (Full),03/12/2024,1001,15000,Tuberville,Thomas H,Joint,--
CSX,CSX Corporation - Common Stock,Stock,37.82,Sale (Full),03/12/2024,15001,50000,Tuberville,Thomas H,Joint,--
JPM,JP Morgan Chase & Co. Common Stock,Stock,188.74,Sale (Full),03/12/2024,1001,15000,Tuberville,Thomas H,Joint,--
TXN,Texas Instruments Incorporated - Common Stock,Stock,173.55,Sale (Full),03/12/2024,1001,15000,Tuberville,Thomas H,Joint,--
UPS,"United Parcel Service, Inc. Common Stock",Stock,145.71,Sale (Full),03/27/2024,100001,250000,Wyden,Ron L,Spouse,--
LSXMK,Liberty Media Corporation - Series C Liberty Siriu,Stock,29.94,Sale (Partial),03/12/2024,15001,50000,Hickenlooper,John W,Spouse,--
D,Dominion Energy Inc,Stock,49.19,Purchase,03/28/2024,1001,15000,Carper,Thomas R,Spouse,--
MOS,Mosaic Company,Stock,32.46,Sale (Full),03/28/2024,1001,15000,Carper,Thomas R,Spouse,--
NTR,Nutrien Ltd,Stock,54.31,Purchase,03/28/2024,1001,15000,Carper,Thomas R,Spouse,--
INOD,Innodata Inc,Stock,6.5,Sale (Full),03/21/2024,1001,15000,Carper,Thomas R,Spouse,--
SOFI,Sofi Technologies Inc,Stock,7.44,Sale (Full),03/21/2024,1001,15000,Carper,Thomas R,Spouse,--
ALTM,Arcadium Lithium Plc,Stock,4.63,Purchase,03/21/2024,1001,15000,Carper,Thomas R,Spouse,--
SQM,Sociedad Quimica Y Minera S.A. ADR,Stock,50.24,Purchase,03/13/2024,1001,15000,Carper,Thomas R,Spouse,--
ETRN,Equitrans Midstream Corp,Stock,11.2,Sale (Full),03/11/2024,1001,15000,Carper,Thomas R,Spouse,--
NVDA,Nvidia Corp,Stock,926.69,Purchase,03/07/2024,1001,15000,Carper,Thomas R,Spouse,--
AAPL,Apple Inc,Stock,168.77,Sale (Partial),03/07/2024,1001,15000,Carper,Thomas R,Spouse,--
WFC,Wells Fargo & Company,Stock,56.28,Purchase,03/05/2024,1001,15000,"McConnell, Jr.",A. Mitchell,Spouse,Dividend Reinvestment
QCOM,QUALCOMM Incorporated - Common StockOption Type: PutStrike price:$150.00Expires:12/20/2024,Stock Option,157.5,Sale (Full),02/27/2024,15001,50000,Tuberville,Thomas H,Joint,--
SBLK,Star Bulk Carriers Corp. - Common Shares,Stock,23.02,Purchase,02/27/2024,50001,100000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,24.15,Purchase,02/27/2024,50001,100000,Tuberville,Thomas H,Joint,--
PFE,"Pfizer, Inc. Common Stock",Stock,26.49,Purchase,02/27/2024,1001,15000,Tuberville,Thomas H,Joint,--
GOGL,Golden Ocean Group Limited - Common Stock,Stock,11.69,Purchase,02/27/2024,50001,100000,Tuberville,Thomas H,Joint,--
AMAT,"Applied Materials, Inc. - Common StockOption Type: PutStrike price:$180.00Expires:01/17/2025",Stock Option,199.23,Sale (Full),02/16/2024,15001,50000,Tuberville,Thomas H,Joint,--
KEY,KeyCorp Common StockOption Type: PutStrike price:$15.00Expires:09/20/2024,Stock Option,13.93,Sale (Full),02/12/2024,1001,15000,Tuberville,Thomas H,Joint,--
HUMA,"Humacyte, Inc. - Common Stock",Stock,3.87,Purchase,02/12/2024,15001,50000,Tuberville,Thomas H,Joint,--
ZTS,Zoetis Inc Cl A,Stock,198.43,Purchase,02/27/2024,15001,50000,Capito,Shelley M,Spouse,--
SBUX,Starbucks Corp,Stock,94.9,Purchase,02/23/2024,15001,50000,Capito,Shelley M,Spouse,--
BDX,Becton Dickinson and Company,Stock,238.99,Sale (Full),02/15/2024,1001,15000,Capito,Shelley M,Spouse,--
MDT,Medtronic Inc,Stock,84.29,Sale (Full),02/09/2024,1001,15000,Capito,Shelley M,Spouse,--
TGT,Target Corp,Stock,147.49,Purchase,02/16/2024,1001,15000,Carper,Thomas R,Spouse,--
EQNR,Equinor ASA,Stock,24.84,Sale (Full),02/16/2024,1001,15000,Carper,Thomas R,Spouse,--
INTC,Intel Corporation - Common StockOption Type: PutStrike price:$45.00Expires:12/20/2024,Stock Option,48.75,Sale (Full),01/24/2024,15001,50000,Tuberville,Thomas H,Joint,--
CLF,Cleveland-Cliffs Inc. Common StockOption Type: PutStrike price:$17.00Expires:01/17/2025,Stock Option,18.08,Sale (Full),01/22/2024,1001,15000,Tuberville,Thomas H,Joint,--
CLF,Cleveland-Cliffs Inc. Common StockOption Type: PutStrike price:$17.00Expires:01/17/2025,Stock Option,18.08,Sale (Full),01/22/2024,1001,15000,Tuberville,Thomas H,Joint,--
CLF,Cleveland-Cliffs Inc. Common StockOption Type: PutStrike price:$17.00Expires:01/17/2025,Stock Option,18.08,Sale (Full),01/22/2024,1001,15000,Tuberville,Thomas H,Joint,--
CLF,Cleveland-Cliffs Inc. Common StockOption Type: CallStrike price:$20.00Expires:11/15/2024,Stock Option,18.08,Sale (Full),01/22/2024,1001,15000,Tuberville,Thomas H,Joint,--
CLF,Cleveland-Cliffs Inc. Common StockOption Type: CallStrike price:$20.00Expires:11/15/2024,Stock Option,18.08,Sale (Full),01/22/2024,1001,15000,Tuberville,Thomas H,Joint,--
SCCO,Southern Copper Corporation Common Stock,Stock,79.62,Sale (Full),01/22/2024,1001,15000,Tuberville,Thomas H,Joint,--
MNST,Monster Beverage Corporation - Common Stock,Stock,56.32,Sale (Full),01/22/2024,1001,15000,Tuberville,Thomas H,Joint,--
MMC,"Marsh & McLennan Companies, Inc. Common Stock",Stock,197.04,Sale (Full),01/22/2024,1001,15000,Tuberville,Thomas H,Joint,--
IDXX,"IDEXX Laboratories, Inc. - Common Stock",Stock,531.43,Sale (Full),01/22/2024,1001,15000,Tuberville,Thomas H,Joint,--
META,"Meta Platforms, Inc. - Class A Common Stock",Stock,381.38,Sale (Full),01/22/2024,1001,15000,Tuberville,Thomas H,Joint,--
CLF,Cleveland-Cliffs Inc. Common Stock,Stock,18.08,Sale (Partial),01/22/2024,15001,50000,Tuberville,Thomas H,Joint,--
CLF,Cleveland-Cliffs Inc. Common Stock,Stock,18.08,Sale (Partial),01/22/2024,15001,50000,Tuberville,Thomas H,Joint,--
CLF,Cleveland-Cliffs Inc. Common Stock,Stock,18.08,Sale (Partial),01/22/2024,50001,100000,Tuberville,Thomas H,Joint,--
CLF,Cleveland-Cliffs Inc. Common Stock,Stock,18.08,Sale (Partial),01/22/2024,50001,100000,Tuberville,Thomas H,Joint,--
AON,Aon plc Class A Ordinary Shares (Ireland),Stock,305.06,Sale (Full),01/22/2024,1001,15000,Tuberville,Thomas H,Joint,--
PG,Procter & Gamble Company (The) Common StockOption Type: PutStrike price:$150.00Expires:01/19/2024,Stock Option,146.62,Purchase,01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
XP,XP Inc. - Class A Common Stock,Stock,25.35,Sale (Full),01/19/2024,15001,50000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Full),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Partial),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Partial),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Partial),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Partial),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Partial),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Partial),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Partial),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Partial),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Partial),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Partial),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
SSBK,"Southern States Bancshares, Inc. - Common Stock",Stock,27.24,Sale (Partial),01/19/2024,15001,50000,Tuberville,Thomas H,Joint,--
PAM,Pampa Energia S.A. ADR,Stock,47.78,Sale (Full),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
NVO,Novo Nordisk A/S Common Stock,Stock,106.19,Sale (Full),01/19/2024,15001,50000,Tuberville,Thomas H,Joint,--
LRCX,Lam Research Corporation - Common Stock,Stock,824.55,Sale (Full),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
IBM,International Business Machines Corporation Common,Stock,168.26,Sale (Full),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
GNTX,Gentex Corporation - Common Stock,Stock,32.23,Sale (Full),01/19/2024,15001,50000,Tuberville,Thomas H,Joint,--
RACE,Ferrari N.V. Common Shares,Stock,347.18,Sale (Full),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
CFG,"Citizens Financial Group, Inc. Common Stock",Stock,31.8,Sale (Full),01/19/2024,15001,50000,Tuberville,Thomas H,Joint,--
ADSK,"Autodesk, Inc. - Common Stock",Stock,248.64,Sale (Full),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
AMAT,"Applied Materials, Inc. - Common Stock",Stock,167.66,Sale (Full),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
AAPL,Apple Inc. - Common Stock,Stock,191.06,Sale (Full),01/19/2024,250001,500000,Tuberville,Thomas H,Joint,--
ADI,"Analog Devices, Inc. - Common Stock",Stock,193.86,Sale (Full),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
APH,Amphenol Corporation Common Stock,Stock,97.41,Sale (Full),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
AMGN,Amgen Inc. - Common Stock,Stock,303.27,Sale (Full),01/19/2024,15001,50000,Tuberville,Thomas H,Joint,--
AME,"AMETEK, Inc.",Stock,161.78,Sale (Full),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
GOOGL,Alphabet Inc. - Class A Common Stock,Stock,146.38,Sale (Full),01/19/2024,1001,15000,Tuberville,Thomas H,Joint,--
