ticker,asset_name,asset_type,stock_price,transaction,transaction_date,asset_value_low,asset_value_high,last_name,first_name,owner,additional_details
IRBT,iRobot Corporation - Common Stock,Stock,53.4,Sale (Partial),11/11/2022,15001,50000,Wyden,Ron L,Spouse,--
MTCH,"Match Group, Inc. - Common Stock",Stock,51.44,Sale (Full),11/11/2022,15001,50000,Wyden,Ron L,Spouse,--
NFLX,"Netflix, Inc. - Common Stock",Stock,290.13,Sale (Full),11/11/2022,50001,100000,Wyden,Ron L,Spouse,--
PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,91.03,Sale (Full),11/11/2022,100001,250000,Wyden,Ron L,Spouse,--
SQ,"Block, Inc. Class A Common Stock,",Stock,71.66,Sale (Full),11/11/2022,15001,50000,Wyden,Ron L,Spouse,--
MMM,3M Company Common Stock,Stock,100.21,Sale (Partial),11/11/2022,1001,15000,Wyden,Ron L,Spouse,--
WDAY,"Workday, Inc. - Class A Common Stock",Stock,156.95,Sale (Full),11/11/2022,1001,15000,Wyden,Ron L,Spouse,--
WIW,Western Asset Inflation-Linked Opportunities & Inc,Stock,8.13,Sale (Full),11/29/2022,1001,15000,Carper,Thomas R,Spouse,--
WIW,Western Asset Inflation-Linked Opportunities & Inc,Stock,8.13,Sale (Full),11/29/2022,1001,15000,Carper,Thomas R,Spouse,--
WIW,Western Asset Inflation-Linked Opportunities & Inc,Stock,7.99,Sale (Full),11/15/2022,15001,50000,Carper,Thomas R,Spouse,--
WIW,Western Asset Inflation-Linked Opportunities & Inc,Stock,7.85,Sale (Full),11/08/2022,1001,15000,Carper,Thomas R,Spouse,--
LDP,Cohen & Steers Limited Duration Preferred and Inco,Stock,16.57,Sale (Full),11/08/2022,1001,15000,Carper,Thomas R,Spouse,--
BATRK,Liberty Media Corporation - Series C Liberty Brave,Stock,33.0,Sale (Partial),11/23/2022,100001,250000,Hickenlooper,John W,Spouse,--
BATRK,Liberty Media Corporation - Series C Liberty Brave,Stock,33.0,Purchase,11/23/2022,50001,100000,Hickenlooper,John W,Spouse,Exercised stock option
LBRDA,Liberty Broadband Corporation - Class A Common Sto,Stock,89.16,Sale (Partial),11/14/2022,50001,100000,Hickenlooper,John W,Spouse,--
LBRDA,Liberty Broadband Corporation - Class A Common Sto,Stock,89.16,Purchase,11/14/2022,15001,50000,Hickenlooper,John W,Spouse,Exercised stock option
BATRA,Liberty Media Corporation - Series A Liberty Brave,Stock,33.47,Sale (Partial),11/21/2022,15001,50000,Hickenlooper,John W,Spouse,--
BATRA,Liberty Media Corporation - Series A Liberty Brave,Stock,33.47,Purchase,11/21/2022,1001,15000,Hickenlooper,John W,Spouse,Exercised stock option
BATRK,Liberty Media Corporation - Series C Liberty Brave,Stock,32.99,Sale (Partial),11/21/2022,15001,50000,Hickenlooper,John W,Spouse,--
BATRK,Liberty Media Corporation - Series C Liberty Brave,Stock,32.99,Purchase,11/21/2022,1001,15000,Hickenlooper,John W,Spouse,Exercised stock option
UNH,UnitedHealth Group Incorporated Common Stock (DE),Stock,510.55,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
JPM,JP Morgan Chase & Co. Common Stock,Stock,111.17,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
MSFT,Microsoft Corporation - Common Stock,Stock,233.93,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
LOW,"Lowe's Companies, Inc. Common Stock",Stock,187.25,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
LIN,Linde plc Ordinary Share,Stock,275.31,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
JNJ,Johnson & Johnson Common Stock,Stock,158.16,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
BLK,"BlackRock, Inc. Common Stock",Stock,546.12,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
AAPL,Apple Inc. - Common Stock,Stock,141.01,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
AFL,AFLAC Incorporated Common Stock,Stock,57.23,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
WFC,Wells Fargo & Company Common Stock,Stock,41.49,Sale (Partial),10/19/2022,1001,15000,Capito,Shelley M,Spouse,--
UNH,UnitedHealth Group Incorporated Common Stock (DE),Stock,510.55,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Joint,--
JPM,JP Morgan Chase & Co. Common Stock,Stock,111.17,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
MSFT,Microsoft Corporation - Common Stock,Stock,233.93,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
LOW,"Lowe's Companies, Inc. Common Stock",Stock,187.25,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
LIN,Linde plc Ordinary Share,Stock,275.31,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
JNJ,Johnson & Johnson Common Stock,Stock,158.16,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
BLK,"BlackRock, Inc. Common Stock",Stock,546.12,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
AAPL,Apple Inc. - Common Stock,Stock,141.01,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
AFL,AFLAC Incorporated Common Stock,Stock,57.23,Sale (Partial),10/17/2022,1001,15000,Capito,Shelley M,Spouse,--
WFC,Wells Fargo & Company Common Stock,Stock,41.49,Sale (Partial),10/19/2022,1001,15000,Capito,Shelley M,Spouse,--
MSFT,Microsoft Corporation - Common StockOption Type: Short SaleStrike price:$245.00Expires:06/16/2023,Stock Option,232.29,Sale (Full),10/28/2022,1001,15000,Tuberville,Thomas H,Joint,--
CLF,Cleveland-Cliffs Inc. Common Stock,Stock,12.99,Purchase,10/31/2022,15001,50000,Tuberville,Thomas H,Joint,--
MSFT,Microsoft Corporation - Common StockOption Type: Short SaleStrike price:$245.00Expires:06/16/2023,Stock Option,232.29,Sale (Full),10/28/2022,1001,15000,Tuberville,Thomas H,Joint,--
MSFT,Microsoft Corporation - Common StockOption Type: Short SaleStrike price:$245.00Expires:06/16/2023,Stock Option,232.29,Sale (Full),10/28/2022,1001,15000,Tuberville,Thomas H,Joint,--
MSFT,Microsoft Corporation - Common Stock,Stock,243.5,Purchase,10/24/2022,15001,50000,Tuberville,Thomas H,Joint,--
NU,Nu Holdings Ltd. Class A Ordinary Shares,Stock,4.17,Purchase,10/13/2022,15001,50000,Tuberville,Thomas H,Joint,--
MSFT,Microsoft Corporation - Common Stock,Stock,230.69,Purchase,10/13/2022,250001,500000,Tuberville,Thomas H,Joint,--
NU,Nu Holdings Ltd. Class A Ordinary Shares,Stock,4.1,Purchase,10/11/2022,1001,15000,Tuberville,Thomas H,Joint,--
XOM,Exxon Mobil Corporation Common StockOption Type: Short SaleStrike price:$100.00Expires:06/16/2023,Stock Option,96.22,Sale (Full),10/06/2022,15001,50000,Tuberville,Thomas H,Joint,--
CVX,Chevron Corporation Common StockOption Type: Short SaleStrike price:$155.00Expires:06/16/2023,Stock Option,150.94,Sale (Full),10/06/2022,15001,50000,Tuberville,Thomas H,Joint,--
X,United States Steel Corporation Common StockOption Type: Short SaleStrike price:$20.00Expires:06/16/2023,Stock Option,19.37,Sale (Full),10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
X,United States Steel Corporation Common StockOption Type: Short SaleStrike price:$20.00Expires:06/16/2023,Stock Option,19.37,Sale (Full),10/06/2022,15001,50000,Tuberville,Thomas H,Joint,--
NU,Nu Holdings Ltd. Class A Ordinary Shares,Stock,4.69,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
VCTR,"Victory Capital Holdings, Inc. - Common Stock",Stock,24.47,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
VCTR,"Victory Capital Holdings, Inc. - Common Stock",Stock,24.47,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
VCTR,"Victory Capital Holdings, Inc. - Common Stock",Stock,24.47,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
VRTX,Vertex Pharmaceuticals Incorporated - Common Stock,Stock,298.63,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
TREX,"Trex Company, Inc. Common Stock",Stock,51.3,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
SCI,Service Corporation International Common Stock,Stock,59.49,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
RELX,RELX PLC PLC American Depositary Shares (Each repr,Stock,24.42,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
RH,RH Common Stock,Stock,264.88,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
PHM,"PulteGroup, Inc. Common Stock",Stock,40.68,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
PAYC,"Paycom Software, Inc. Common Stock",Stock,351.19,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
GIS,"General Mills, Inc. Common Stock",Stock,71.5,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",Stock,42.32,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
RACE,Ferrari N.V. Common Shares,Stock,188.31,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
XOM,Exxon Mobil Corporation Common Stock,Stock,96.22,Purchase,10/06/2022,50001,100000,Tuberville,Thomas H,Joint,--
EXR,Extra Space Storage Inc Common Stock,Stock,161.32,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
ETSY,"Etsy, Inc. - Common Stock",Stock,115.11,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
ELS,"Equity Lifestyle Properties, Inc. Common Stock",Stock,59.81,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
DQ,"DAQO New Energy Corp. American Depositary Shares,",Stock,51.64,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
CROX,"Crocs, Inc. - Common Stock",Stock,78.6,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
CSCO,"Cisco Systems, Inc. - Common Stock",Stock,39.65,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
AMGN,Amgen Inc. - Common Stock,Stock,218.41,Purchase,10/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
AMT,American Tower Corporation (REIT) Common Stock,Stock,202.26,Purchase,10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
ZTS,Zoetis Inc. Class A Common Stock,Stock,152.09,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
WIT,Wipro Limited Common Stock,Stock,4.91,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
SEIC,SEI Investments Company - Common Stock,Stock,49.92,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
RMD,ResMed Inc. Common Stock,Stock,227.97,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
TROW,"T. Rowe Price Group, Inc. - Common Stock",Stock,104.38,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
NOC,Northrop Grumman Corporation Common Stock,Stock,473.11,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
NVDA,NVIDIA Corporation - Common Stock,Stock,131.99,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
MNST,Monster Beverage Corporation - Common Stock,Stock,46.09,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
MSFT,Microsoft Corporation - Common Stock,Stock,245.42,Sale (Partial),10/05/2022,100001,250000,Tuberville,Thomas H,Joint,--
MASI,Masimo Corporation - Common Stock,Stock,146.0,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
MKTX,"MarketAxess Holdings, Inc. - Common Stock",Stock,234.8,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
IDXX,"IDEXX Laboratories, Inc. - Common Stock",Stock,350.12,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
HON,Honeywell International Inc. - Common Stock,Stock,171.27,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
GGG,Graco Inc. Common Stock,Stock,61.94,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
IT,"Gartner, Inc. Common Stock",Stock,299.78,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
GRMN,Garmin Ltd. - Common Stock,Stock,79.91,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
FAST,Fastenal Company - Common Stock,Stock,45.79,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
EL,"Estee Lauder Companies, Inc. (The) Common Stock",Stock,221.09,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
DHI,"D.R. Horton, Inc. Common Stock",Stock,71.64,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
CHD,"Church & Dwight Company, Inc. Common Stock",Stock,71.0,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
AMAT,"Applied Materials, Inc. - Common Stock",Stock,88.04,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
ALGN,"Align Technology, Inc. - Common Stock",Stock,228.81,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
APD,"Air Products and Chemicals, Inc. Common Stock",Stock,233.92,Sale (Full),10/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
MRO,Marathon Oil Corporation Common StockOption Type: Short SaleStrike price:$23.00Expires:04/21/2023,Stock Option,25.77,Sale (Full),10/04/2022,1001,15000,Tuberville,Thomas H,Joint,--
OXY,Occidental Petroleum Corporation Common StockOption Type: Short SaleStrike price:$60.00Expires:05/19/2023,Stock Option,65.02,Sale (Full),10/04/2022,1001,15000,Tuberville,Thomas H,Joint,--
OXY,Occidental Petroleum Corporation Common StockOption Type: Short SaleStrike price:$60.00Expires:05/19/2023,Stock Option,65.02,Sale (Full),10/04/2022,1001,15000,Tuberville,Thomas H,Joint,--
OXY,Occidental Petroleum Corporation Common StockOption Type: Short SaleStrike price:$60.00Expires:05/19/2023,Stock Option,65.02,Sale (Full),10/04/2022,1001,15000,Tuberville,Thomas H,Joint,--
OXY,Occidental Petroleum Corporation Common StockOption Type: Short SaleStrike price:$60.00Expires:05/19/2023,Stock Option,65.02,Purchase,10/04/2022,1001,15000,Tuberville,Thomas H,Joint,--
FTBFX,Fidelity Total Bond,Stock,8.58,Sale (Full),10/25/2022,15001,50000,Tuberville,Thomas H,Self,--
FDX,FedEx Corporation Common Stock,Stock,150.81,Sale (Full),10/25/2022,1001,15000,Tuberville,Thomas H,Joint,--
FIVE,"Five Below, Inc. - Common Stock",Stock,129.54,Sale (Full),08/30/2022,1001,15000,Sullivan,Daniel S,Joint,"Asset inherited after the death of filer’s parent & promptly sold by third party investment professional, who did not advise filer of sale until 10/30"
BMN,BlackRock 2037 Municipal Target Term Trust Common,Stock,23.49,Purchase,10/27/2022,1001,15000,Carper,Thomas R,Spouse,--
VZ,Verizon Communications Inc. Common Stock,Stock,33.52,Sale (Full),10/17/2022,1001,15000,Carper,Thomas R,Spouse,--
CVS,CVS Health Corporation Common Stock,Stock,85.9,Purchase,10/17/2022,1001,15000,Carper,Thomas R,Spouse,--
DLR,"Digital Realty Trust, Inc. Common Stock",Stock,89.49,Sale (Full),10/17/2022,1001,15000,Carper,Thomas R,Spouse,--
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Stock,63.04,Purchase,10/17/2022,1001,15000,Carper,Thomas R,Spouse,--
MPW,"Medical Properties Trust, Inc. common stock",Stock,9.39,Purchase,10/17/2022,1001,15000,Carper,Thomas R,Spouse,--
LDP,Cohen & Steers Limited Duration Preferred and Inco,Stock,15.91,Sale (Full),10/17/2022,1001,15000,Carper,Thomas R,Spouse,--
GMRE,Global Medical REIT Inc. Common Stock,Stock,6.75,Sale (Full),10/17/2022,1001,15000,Carper,Thomas R,Spouse,--
ABT,Abbott Laboratories Common Stock,Stock,100.5,Purchase,10/17/2022,1001,15000,Carper,Thomas R,Spouse,--
DIS,Walt Disney Company (The) Common Stock,Stock,97.01,Sale (Full),10/17/2022,1001,15000,Carper,Thomas R,Spouse,--
INTC,Intel Corporation - Common Stock,Stock,25.3,Sale (Full),10/17/2022,1001,15000,Carper,Thomas R,Spouse,--
HQL,TeklaLife Sciences Investors Common Stock,Stock,12.29,Sale (Full),10/04/2022,1001,15000,Carper,Thomas R,Spouse,--
AORT,"Artivion, Inc. Common Stock",Stock,13.31,Purchase,09/23/2022,50001,100000,Smith,Tina,Spouse,--
MSFT,Microsoft Corporation - Common StockOption Type: Short SaleStrike price:$265.00Expires:04/21/2023,Stock Option,238.77,Sale (Partial),09/20/2022,1001,15000,Tuberville,Thomas H,Joint,--
X,United States Steel Corporation Common StockOption Type: Short SaleStrike price:$24.00Expires:04/21/2023,Stock Option,20.07,Sale (Partial),09/20/2022,1001,15000,Tuberville,Thomas H,Joint,--
X,United States Steel Corporation Common Stock,Stock,20.23,Purchase,09/19/2022,100001,250000,Tuberville,Thomas H,Joint,--
MSFT,Microsoft Corporation - Common Stock,Stock,240.81,Purchase,09/19/2022,250001,500000,Tuberville,Thomas H,Joint,--
ARKK,Ark Innovation ETF,Stock,42.14,Purchase,09/19/2022,1001,15000,Tuberville,Thomas H,Joint,--
F,Ford Motor Company Common StockOption Type: Short SaleStrike price:$17.00Expires:06/16/2023,Stock Option,13.39,Sale (Full),09/12/2022,15001,50000,Tuberville,Thomas H,Joint,--
F,Ford Motor Company Common StockOption Type: PutStrike price:$17.00Expires:09/16/2022,Stock Option,13.39,Purchase,09/12/2022,1001,15000,Tuberville,Thomas H,Joint,--
F,Ford Motor Company Common StockOption Type: PutStrike price:$17.00Expires:09/16/2022,Stock Option,13.39,Purchase,09/12/2022,1001,15000,Tuberville,Thomas H,Joint,--
ARKK,Ark Innovation ETF,Stock,41.13,Purchase,09/07/2022,50001,100000,Tuberville,Thomas H,Joint,--
NU,Nu Holdings Ltd. Class A Ordinary Shares,Stock,4.72,Purchase,09/06/2022,1001,15000,Tuberville,Thomas H,Joint,--
SQM,Sociedad Quimica y Minera S.A. Common Stock,Stock,97.1,Sale (Full),09/08/2022,1001,15000,Carper,Thomas R,Spouse,--
WFC,Wells Fargo & Company Common Stock,Stock,40.79,Purchase,09/06/2022,1001,15000,"McConnell, Jr.",A. Mitchell,Spouse,Dividend Reinvestment
IVV,iShares Core S&P 500 ETF,Stock,401.34,Sale (Full),08/01/2022,15001,50000,Tuberville,Thomas H,Self,--
EFAV,iShares MSCI EAFE Min Vol Factor ETF,Stock,63.39,Sale (Full),08/01/2022,15001,50000,Tuberville,Thomas H,Self,--
XLY,SPDR Select Sector Fund - Consumer Discretionary,Stock,161.1,Sale (Full),08/01/2022,15001,50000,Tuberville,Thomas H,Self,--
VTRS,Viatris Inc. - Common Stock,Stock,8.92,Sale (Full),08/01/2022,1001,15000,Tuberville,Thomas H,Self,--
ABNFX,The Bond Fd of America Class F-2 Shares,Stock,11.48,Purchase,08/01/2022,15001,50000,Tuberville,Thomas H,Self,--
RSP,Invesco S&P 500 Equal Weight ETF,Stock,141.21,Purchase,08/01/2022,15001,50000,Tuberville,Thomas H,Self,--
IDV,iShares International Select Dividend ETF,Stock,24.55,Purchase,08/01/2022,15001,50000,Tuberville,Thomas H,Self,--
DHS,Wisdomtree U.S. High Dividend Fund,Stock,78.71,Purchase,08/01/2022,15001,50000,Tuberville,Thomas H,Self,--
PCNNX,Pimco Investment Grade Credit Bond Fund Class I-,Stock,8.64,Sale (Full),08/01/2022,15001,50000,Tuberville,Thomas H,Self,--
JHCBX,John Hancock Bond Fund Cl C,Stock,13.67,Sale (Full),08/01/2022,15001,50000,Tuberville,Thomas H,Joint,--
ORCL,Oracle Corporation Common Stock,Stock,75.35,Sale (Full),08/01/2022,1001,15000,Tuberville,Thomas H,Joint,--
XLC,The Communication Services Select Sector SPDR Fund,Stock,55.36,Sale (Full),08/01/2022,15001,50000,Tuberville,Thomas H,Joint,--
TSCO,Tractor Supply Company - Common Stock,Stock,187.65,Sale (Full),08/01/2022,1001,15000,Tuberville,Thomas H,Joint,--
MUB,iShares National Muni Bond ETF,Stock,103.81,Purchase,08/01/2022,50001,100000,Tuberville,Thomas H,Joint,--
OC,Owens Corning Inc Common Stock New,Stock,90.04,Purchase,08/01/2022,15001,50000,Tuberville,Thomas H,Joint,--
SSYS,"Stratasys, Ltd. - Common Stock",Stock,17.86,Sale (Full),08/26/2022,50001,100000,Tuberville,Thomas H,Joint,--
ARKK,Ark Innovation ETF,Stock,45.4,Purchase,08/25/2022,50001,100000,Tuberville,Thomas H,Joint,--
MRO,Marathon Oil Corporation Common StockOption Type: PutStrike price:$20.00Expires:09/16/2022,Stock Option,23.92,Purchase,08/18/2022,1001,15000,Tuberville,Thomas H,Joint,--
X,United States Steel Corporation Common StockOption Type: PutStrike price:$20.00Expires:09/16/2022,Stock Option,24.93,Purchase,08/12/2022,1001,15000,Tuberville,Thomas H,Joint,--
INTC,Intel Corporation - Common Stock,Stock,33.88,Purchase,08/05/2022,1001,15000,Tuberville,Thomas H,Joint,--
INTC,Intel Corporation - Common Stock,Stock,33.88,Purchase,08/05/2022,100001,250000,Tuberville,Thomas H,Joint,--
CLF,Cleveland-Cliffs Inc. Common StockOption Type: Short SaleStrike price:$22.00Expires:06/16/2023,Stock Option,17.12,Sale (Full),08/03/2022,1001,15000,Tuberville,Thomas H,Joint,--
PYPL,"PayPal Holdings, Inc. - Common StockOption Type: Short SaleStrike price:$125.00Expires:06/16/2023",Stock Option,97.92,Sale (Full),08/03/2022,15001,50000,Tuberville,Thomas H,Joint,--
SQM,Sociedad Quimica y Minera S.A. Common Stock,Stock,82.05,Purchase,08/18/2022,1001,15000,Carper,Thomas R,Spouse,--
FAST,Fastenal Company - Common Stock,Stock,53.08,Sale (Full),08/18/2022,1001,15000,Carper,Thomas R,Spouse,--
FWONK,Liberty Media Corporation - Series C Liberty Formu,Stock,66.98,Sale (Partial),08/11/2022,50001,100000,Hickenlooper,John W,Spouse,--
FWONK,Liberty Media Corporation - Series C Liberty Formu,Stock,65.09,Purchase,08/09/2022,15001,50000,Hickenlooper,John W,Spouse,Exercised stock option.
CLF,Cleveland-Cliffs Inc. Common Stock,Stock,15.53,Purchase,07/18/2022,50001,100000,Tuberville,Thomas H,Joint,--
GWW,"W.W. Grainger, Inc. Common Stock",Stock,467.98,Purchase,07/11/2022,1001,15000,Capito,Shelley M,Spouse,--
COST,Costco Wholesale Corporation - Common Stock,Stock,468.29,Purchase,07/01/2022,1001,15000,Capito,Shelley M,Spouse,--
LMT,Lockheed Martin Corporation Common Stock,Stock,391.81,Sale (Full),06/23/2022,50001,100000,Fischer,Debra S,Joint,--
KO,Coca-Cola Company (The) Common Stock,Stock,58.66,Sale (Full),06/23/2022,1001,15000,Fischer,Debra S,Joint,--
CSCO,"Cisco Systems, Inc. - Common Stock",Stock,40.26,Sale (Full),06/23/2022,1001,15000,Fischer,Debra S,Joint,--
CAT,"Caterpillar, Inc. Common Stock",Stock,171.3,Sale (Full),06/23/2022,50001,100000,Fischer,Debra S,Joint,--
SBNY,Signature Bank - Common Stock,Stock,318.94,Sale (Full),12/28/2021,15001,50000,"Hagerty, IV",William F,Child,Asset sold in DC 3 Trust
SBNY,Signature Bank - Common Stock,Stock,318.94,Sale (Full),12/28/2021,15001,50000,"Hagerty, IV",William F,Child,Asset sold in DC 2 Trust
SBNY,Signature Bank - Common Stock,Stock,318.94,Sale (Full),12/28/2021,15001,50000,"Hagerty, IV",William F,Child,Asset sold in DC 1 Trust
INTC,Intel Corporation - Common Stock,Stock,35.39,Sale (Full),06/16/2022,15001,50000,Capito,Shelley M,Spouse,--
F,Ford Motor Company Common Stock,Stock,9.6,Sale (Full),06/16/2022,1001,15000,Capito,Shelley M,Spouse,--
MMM,3M Company Common Stock,Stock,96.33,Sale (Full),06/30/2022,1001,15000,Capito,Shelley M,Spouse,--
CMS,CMS Energy Corporation Common Stock,Stock,66.35,Purchase,06/01/2022,1001,15000,Capito,Shelley M,Spouse,--
MSFT,Microsoft Corporation - Common Stock,Stock,243.38,Sale (Partial),06/17/2022,1001,15000,Capito,Shelley M,Spouse,--
IBM,International Business Machines Corporat,Stock,123.18,Sale (Partial),06/17/2022,1001,15000,Capito,Shelley M,Spouse,--
INTC,Intel Corporation - Common Stock,Stock,35.04,Sale (Partial),06/17/2022,1001,15000,Capito,Shelley M,Spouse,--
KO,Coca-Cola Company (The) Common Stock,Stock,56.34,Sale (Partial),06/17/2022,1001,15000,Capito,Shelley M,Spouse,--
BMY,Bristol-Myers Squibb Company Common Stock,Stock,68.6,Sale (Partial),06/17/2022,1001,15000,Capito,Shelley M,Spouse,--
RPM,RPM International Inc. Common Stock,Stock,72.62,Sale (Partial),06/21/2022,15001,50000,Sullivan,Daniel S,Joint,Third Party investment professional manages portfolio and oversees long-term diversification strategy that regularly includes similar transactions.
PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,71.47,Purchase,06/29/2022,50001,100000,Tuberville,Thomas H,Joint,--
QCOM,QUALCOMM Incorporated - Common StockOption Type: Short SaleStrike price:$135.00Expires:06/16/2023,Stock Option,126.01,Sale (Partial),06/28/2022,50001,100000,Tuberville,Thomas H,Joint,--
QCOM,QUALCOMM Incorporated - Common Stock,Stock,126.01,Sale (Partial),06/28/2022,250001,500000,Tuberville,Thomas H,Joint,--
X,United States Steel Corporation Common StockOption Type: Short SaleStrike price:$22.00Expires:09/16/2022,Stock Option,18.79,Sale (Partial),06/22/2022,1001,15000,Tuberville,Thomas H,Joint,--
GOLD,Barrick Gold Corporation Common Stock (BC)Option Type: CallStrike price:$27.00Expires:01/20/2023,Stock Option,18.38,Purchase,06/22/2022,1001,15000,Tuberville,Thomas H,Joint,--
GOLD,Barrick Gold Corporation Common Stock (BC),Stock,18.38,Sale (Full),06/22/2022,50001,100000,Tuberville,Thomas H,Joint,--
X,United States Steel Corporation Common Stock,Stock,19.31,Purchase,06/21/2022,100001,250000,Tuberville,Thomas H,Joint,--
SSYS,"Stratasys, Ltd. - Common Stock",Stock,18.79,Purchase,06/21/2022,1001,15000,Tuberville,Thomas H,Joint,--
INTC,Intel Corporation - Common Stock,Stock,35.76,Purchase,06/21/2022,50001,100000,Tuberville,Thomas H,Joint,--
SCCO,Southern Copper Corporation Common Stock,Stock,50.82,Sale (Full),06/17/2022,100001,250000,Tuberville,Thomas H,Joint,--
PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,72.9,Purchase,06/17/2022,100001,250000,Tuberville,Thomas H,Joint,--
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Co,Stock,19.14,Sale (Full),06/17/2022,50001,100000,Tuberville,Thomas H,Joint,--
CVX,Chevron Corporation Common Stock,Stock,137.49,Sale (Full),06/17/2022,1001,15000,Tuberville,Thomas H,Joint,--
QCOM,QUALCOMM Incorporated - Common Stock,Stock,115.69,Purchase,06/16/2022,250001,500000,Tuberville,Thomas H,Joint,--
PYPL,"PayPal Holdings, Inc. - Common Stock",Stock,71.23,Purchase,06/16/2022,1001,15000,Tuberville,Thomas H,Joint,--
